",",12
ๆ,23
ๆ,3
ก็ดี,3
ก็ดี,1
ก็ตาม,16
กรณียกิจ,1
กรรโชก,2
กระจาย,1
กระจาย,1
กระทำ,105
กระทำ,1
กระทำ,2
กระทำ,50
กระทำการ,22
กระทำความผิด,129
กระทำชำเรา,10
กลัว,1
กลางคืน,1
กว่า,20
กสิกรรม,2
กสิกรรม,1
ก่อน,4
กักขัง,43
กัน,4
กับ,24
กาย,20
การ,150
การ,50
การ,1
การ,4
การค้า,5
การงาน,1
การจับกุม,1
การแจกจ่าย,1
การทะเลาะวิวาท,1
การปฏิบัติ,1
การพา,1
การระเบิด,1
การศึกษา,2
การแสดง,3
การหลอก,1
กำไร,3
กำลัง,2
กิน,1
กีดกั้น,1
เก็บ,3
เก็บรักษา,6
เกลียดชัง,2
เก้า,2
เกิด,14
เกิด,2
เกิน,57
เกี่ยวกับ,2
เกี่ยวข้อง,1
แก่,101
แกล้ง,2
ขนถ่ายสินค้า,1
ข่มขืนกระทำชำเรา,6
ข่มขืนใจ,21
ข้อความ,5
ของ,118
ขัดขืน,18
ขา,1
ขาด,1
ขาย,4
ข่าว,2
ขึ้น,2
ขึ้น,1
ขึ้นไป,5
ขึ้นไป,1
ขู่,3
ขู่เข็ญ,38
ขู่เข็ญ,1
เขต,4
เขา,4
เข้า,5
เข้าใจ,2
เข้าใจผิด,18
เข้าแทรกแซง,1
เข้าไป,18
เข้าร่วม,5
แขน,1
ไข,2
คน,16
คนกลาง,4
คนเดียว,1
คนใด,1
ค้นพบ,1
คบค้า,1
ครอบครอง,10
ครอบงำ,9
คลอง,9
คล้าย,4
คล้ายคลึง,1
ควร,6
ความครอบครอง,7
ความใคร่,12
ความจริง,3
ความตาย,25
ความตาย,6
ความทารุณ,1
ความใน,1
ความเบาปัญญา,2
ความประสงค์,1
ความป่วย,2
ความผิด,16
ความลับ,4
ความสะดวก,5
ความสามารถ,1
ความเสียหาย,6
ความอ่อนแอ,1
ค่าเครื่องดื่ม,1
ค่าจ้าง,2
ค่าไถ่,18
ค่าไถ่,1
ค้าประเวณี,11
ค่าแรงงาน,2
ค่าอยู่,1
ค่าอาหาร,1
คุ้มครอง,1
คู่สมรส,1
เครื่องดื่ม,1
เครื่องมือ,1
เครื่องหมาย,5
เคหสถาน,5
เคารพ,1
ฆ่า,4
ฆ่า,24
ฆ่า,1
ฆ่า,1
ฆ่า,1
ฆ่า,1
ฆ่า,1
ฆาน,1
โฆษณา,4
จดหมาย,2
จน,33
จะ,58
จัด,2
จัดการ,2
จัดหา,5
จาก,28
จ่ายแจก,1
จำ,3
จำนง,1
จำนวน,1
จำนำ,1
จำยอม,2
จำหน่าย,11
จิต,4
จิตใจ,18
เจ็ด,1
เจ็บ,4
เจ้าพนักงาน,17
เจ้าพนักงาน,1
เจ้าหนี้,1
แจ้ง,2
ฉกฉวย,1
ฉ้อโกง,2
ฉ้อโกง,1
ช่วย,11
ช่วยเหลือ,4
ช่องทาง,2
ช่องปาก,4
ชักจูง,3
ชาติ,2
ชาย,10
ชำระเงิน,1
ชำระหนี้,1
ชำระหนี้,1
ชิงทรัพย์,1
ชิงทรัพย์,5
ชีวิต,3
ชีวิต,2
ชื่อเสียง,3
ชุลมุน,8
เช่น,1
เช่นเดียวกับ,3
เช่นนั้น,3
เช่นว่า,11
ใช้,40
ใช้กำลัง,39
ใช้อำนาจ,9
ใช้อุบาย,9
ซ่องโจร,2
ซ่อน,1
ซ่อนตัว,5
ซ่อนเร้น,3
ซึ่ง,101
ซึ่งหน้า,1
ซื้อ,7
ฐาน,32
ฐานะ,4
ณ,5
ด้วย,61
ด้วยกัน,15
ดังกล่าว,8
ดังกล่าว,1
ดำรงชีพ,13
ดูแล,2
ดูหมิ่น,2
เด็ก,72
เด็กชาย,6
เด็กหญิง,6
เดียวกัน,11
เดียวกัน,1
โดย,247
โดยชอบด้วยกฎหมาย,1
โดยชอบด้วยกฎหมาย,1
โดยปกติ,4
โดยประมาท,3
โดยมิชอบด้วยกฎหมาย,1
โดยสาร,1
โดยเหตุที่,4
ใด,65
ใดๆ,6
ได้,99
ได้,2
ได้ประโยชน์,3
ได้มา,19
ได้รับ,2
ได้รับอนุญาต,1
ตก,3
ตกลง,1
ตน,65
ตนเอง,11
ตนเอง,1
ตระเตรียมการ,4
ตลอดชีวิต,1
ต่อ,10
ต่อ,1
ต้อง,17
ต่อไปนี้,3
ต่อสู้,8
ตั้งแต่,15
ตัว,47
ตัวอักษร,1
ตาบอด,1
ตาม,72
ตามกฎหมาย,2
ตามควร,1
ตามปกติ,1
ตามหน้าที่,11
ตามหน้าที่,1
ต่ำกว่า,1
ตำแหน่งหน้าที่,1
ติดตัว,2
ติดตัว,2
ตื่นกลัว,1
เต็มใจ,1
แต่,26
ไตร่ตรอง,4
ถอน,2
ถ้า,1
ถ้า,91
ถึง,44
ถือ,4
ถือว่า,3
ถือเอา,5
ถูก,123
แถบบันทึกภาพ,1
แถบบันทึกเสียง,1
ทนายความ,1
ทรมาน,20
ทรัพย์,34
ทรัพย์,6
ทรัพย์สิน,22
ทวารหนัก,8
ทอดทิ้ง,4
ทั้ง,4
ทั้งสองฝ่าย,2
ทั้งหมด,9
ทันใดนั้น,5
ทาง,7
ทางจิต,1
ทารุณ,1
ทารุณโหดร้าย,18
ทารุณโหดร้าย,1
ทาส,8
ท่าอากาศยาน,1
ทำ,5
ทำนองเดียวกัน,1
ทำร้าย,1
ทำร้ายร่างกาย,9
ทำร้ายร่างกาย,1
ทำลาย,13
ทำให้,58
ทำให้เกิด,2
ทำอันตราย,3
ที่,81
ที่จอดรถ,1
ที่จะ,16
ที่ใด,6
ที่บูชา,1
ที่สาม,2
ที่อยู่,1
ทุก,1
ทุกขเวทนา,1
ทุจริต,10
ทุจริต,1
ทุพพลภาพ,2
เท็จ,2
เท้า,1
แท้งลูก,4
แท้งลูก,1
โทรม,6
โทรมหญิง,6
โทรเลข,2
ธรรม,9
ธุระ,5
นอกราชอาณาจักร,6
นักบวช,1
นั้น,234
นั้น,6
นั้นเพื่อ,2
นางผดุงครรภ์,1
น่าจะ,7
นายจ้าง,1
นายจ้างผู้ใด,1
นำ,1
นำเข้า,6
นิมิต,1
นิ้ว,1
นี้,3
ใน,119
บรรดา,1
บริการ,1
บริโภค,1
บริเวณ,2
บอก,2
บังคับ,1
บันทึกภาพ,1
บันทึกเสียง,1
บันทึกอักษร,1
บางส่วน,11
บางส่วน,1
บิดา,4
บุคคล,90
บุคคลที่สาม,13
บุตร,1
บุพการี,3
บุพการี,1
เบียดบัง,3
โบราณสถาน,1
ปกปิด,7
ประกอบ,4
ประกอบอาชีพ,1
ประกันภัย,1
ประกันวินาศภัย,1
ประการ,47
ประชาชน,7
ประชาชน,1
ประทุษร้าย,40
ประโยชน์,8
ประสาทผู้ใด,1
ปรับ,9
ปรากฏ,4
ปราศจาก,11
ปล้นทรัพย์,6
ปลอมตัว,1
ป่วย,2
ป้องกัน,2
ปัจจัย,7
ป่าวประกาศ,1
ปิดผนึก,1
ปี,81
ปืน,13
เป็น,113
เป็นการ,16
เป็นเจ้าของ,11
เป็นใจ,1
เป็นที่พอใจ,3
เป็นหนี้,1
เป็นเหตุให้,72
เป็นอาจิณผู้ใด,1
เปิด,1
เปิดผนึก,1
เปิดเผย,4
เปิดเผยความลับ,2
แปด,10
แปลงตัว,1
ไป,89
ไปผู้ใด,3
ผลประโยชน์,4
ผลิต,1
ผลิตภัณฑ์,1
ผ่าน,1
ผิด,2
ผิด,9
ผู้,194
ผู้กระทำ,29
ผู้เข้าร่วม,1
ผู้จัดหา,4
ผู้ช่วย,1
ผู้ดูแล,4
ผู้ดูแล,1
ผู้ใด,1
ผู้ใด,1
ผู้ใด,5
ผู้ใด,2
ผู้ใด,1
ผู้ใด,1
ผู้ใด,1
ผู้ใด,1
ผู้ใด,2
ผู้ใด,4
ผู้ใด,6
ผู้ใด,1
ผู้ใด,1
ผู้ใด,6
ผู้ใด,1
ผู้ใด,2
ผู้ใด,3
ผู้ใด,1
ผู้ใด,1
ผู้ใด,6
ผู้ใด,3
ผู้ใด,5
ผู้ใด,77
ผู้ใด,5
ผู้ใด,1
ผู้ใด,3
ผู้ตาย,2
ผู้ถูกกระทำ,23
ผู้ปกครอง,3
ผู้เยาว์,6
ผู้รับ,1
ผู้รับจำนำ,1
ผู้สนับสนุน,4
ผู้สอบบัญชี,1
ผู้อื่น,135
ผู้อื่น,3
แผ่นดิน,1
แผ่นเสียง,1
ฝัง,1
พ้น,5
พ้นไป,2
พยาบาล,1
พยายาม,2
พระพุทธรูป,4
พราก,7
พราก,1
พฤติการณ์,4
พอเพียง,3
พัน,6
พา,22
พิการ,5
พิพิธภัณฑสถานแห่งชาติผู้ใด,1
พิสูจน์,3
พึ่ง,3
พึ่งตนเอง,2
พืชพันธุ์,1
เพราะ,12
เพลิงไหม้,2
เพียง,3
เพื่อ,75
เพื่อให้,26
แพทย์,1
แพร่หลาย,2
ภยันตราย,1
ภริยา,6
ภัย,1
ภัยพิบัติ,1
ภาพ,5
ภาพเขียน,1
ภาพพิมพ์,1
ภาพยนตร์,2
ภาพวาด,1
ภายหลัง,2
ภาวะ,18
เภสัชกร,1
มอบให้,2
มอม,1
มา,3
มาจาก,4
มาตรา,3
มารดา,4
มิ,9
มิใช่,6
มิได้,7
มี,62
มีค่า,1
มีส่วน,1
มีอายุ,2
มือ,1
เมื่อ,4
แม้,7
แม้แต่,1
ไม่,83
ไม่ได้,2
ไม่ต้อง,1
ไม่เต็มใจ,1
ไม่มี,11
ไม่ยอม,4
ไม่ว่า,3
ยวดยาน,1
ยอม,10
ยอมให้,4
ยักยอก,2
ยักย้าย,4
ยัง,35
ยา,1
ยานพาหนะ,1
ย้าย,1
ยิง,1
ยินยอม,26
ยี่สิบ,3
ยึด,1
ยื่น,1
ยุยง,1
รถไฟ,1
รบกวน,4
รวม,10
ร่วม,14
ร่วมกัน,1
ร่วมกับ,1
ระบายสี,2
ระวางโทษ,10
ระหว่าง,2
รับ,78
รับเงิน,1
รับโทษ,1
รับประโยชน์,1
รับมอบหมาย,2
ร่างกาย,11
ราชอาณาจักร,1
ร้าย,8
รายได้,6
รีด,1
รู้,1
รูปถ่าย,1
รูปภาพ,1
เรียก,4
เรียกร้อง,1
เรือ,1
เรื้อรัง,1
แรก,40
โรงแรม,2
ไร้ประโยชน์,7
ลง,4
ลวง,2
ล่วงรู้,4
ล่อ,9
ละทิ้ง,1
ลักทรัพย์,22
ลักทรัพย์,1
ลักษณะ,29
ลามก,4
ลิ้น,1
แล้ว,1
แล้ว,7
แล้ว,1
และ,29
ไล่,4
วรรค,60
วัด,1
วัตถุ,9
วัตถุระเบิด,13
วัน,1
วัน,1
ว่า,41
วิ่งราว,4
วิชาชีพ,1
วิทยาศาสตร์,1
วิธี,12
เว้นแต่,3
เวลา,1
ไว้,19
ไว้,1
ไว้,3
ไว้วางใจ,1
ศาล,3
ศาสนา,3
ส่ง,4
ส่งออก,6
สถาน,2
สถานที่,6
สถานที่ราชการ,2
สถานีรถไฟ,1
สนอง,12
สภาพ,1
สมควร,5
สมบัติ,2
สมรส,2
สมาคม,1
ส่วน,2
ส่วนหนึ่ง,2
สอง,6
สักการะบูชา,2
สั่งซื้อ,1
สังหาริมทรัพย์,1
สัญญา,2
สัตว์,1
สาธารณประโยชน์,4
สาธารณประโยชน์,3
สาธารณสถาน,1
สาม,17
สามารถ,22
สามี,6
สาร,2
สาหัส,37
สาหัส,4
สาหัส,1
สำคัญ,2
สำคัญผิด,2
สำนักงาน,4
สำนักสงฆ์,1
สำหรับ,9
สิ่ง,9
สิ่งของ,4
สิ่งใด,1
สิ่งพิมพ์,1
สิทธิ,7
สิน,2
สิบ,25
สิบห้า,47
สี่,3
สืบพันธุ์,1
สืบพันธุ์,1
สุข,3
สุข,1
เสรีภาพ,11
เสีย,17
เสียง,1
เสียโฉม,1
เสียชื่อเสียง,2
เสียเปรียบ,1
เสียหาย,10
เสื่อมค่า,7
แสดง,4
แสดงตน,1
ใส่ความ,3
หก,6
หญิง,12
หน่วงเหนี่ยว,47
หน้า,3
หน้าที่,5
หนึ่ง,33
หมอความ,1
หมายความว่า,4
หมิ่นประมาท,1
หมิ่นประมาท,1
หมิ่นประมาท,1
หมื่น,7
หรือ,489
หรือไม่,15
หรือไม่,1
หรือยัง,2
หลอกลวง,14
หลอกลวง,1
หลับนอน,1
หลาย,1
หลีกเลี่ยง,4
หา,4
ห้า,2
ห้าม,6
หาย,2
หูหนวก,1
เหตุ,19
เห็น,1
เหล่านั้น,2
แห่ง,6
ให้,73
ให้,2
อนาจาร,20
อนาจาร,1
อนาถา,1
อนุญาต,2
อบรม,2
อย่าง,12
อย่างใด,9
อย่างไร,1
อย่างหนึ่ง,3
อยู่,46
อวด,2
อวัยวะ,2
อวัยวะเพศ,12
อสังหาริมทรัพย์,20
ออก,7
ออก,3
อ่อนแอ,1
อั้งยี่,2
อัน,39
อันตราย,63
อันเป็น,7
อาการ,1
อาคาร,4
อ้าง,1
อ้างว่า,1
อาจ,1
อาชีพ,4
อาญา,4
อายุ,59
อาวุธ,22
อาศัย,5
อาหาร,1
อำนาจ,2
อื่น,55
อื่น,4
อื่น,1
อุตสาหกรรม,1
อุทกภัย,1
อุบัติเหตุ,1
เอกสาร,6
เอง,1
เอา,58
เอาไว้,4
โอกาส,2
โอน,1